   BENCHMARK INFORMATION
benchmark definition:    wit4java.xml
name:                    wit4java
run sets:                SV-COMP22_assert_java.ReachSafety-Java
date:                    Tue, 2022-06-14 20:06:05 BST
tool:                    wit4java 2.0
tool executable:         ./wit4java.py
options:
resource limits:
- memory:                8000.0 MB
- time:                  90 s
- cpu cores:             4
hardware requirements:
- cpu model:             Intel Xeon E3-1230 v5 @ 3.40 GHz
- cpu cores:             4
- memory:                8000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    joss-Blade-Stealth
os:                      Linux-5.4.0-117-generic-x86_64-with-glibc2.29
cpu:                     Intel Core i7-7500U CPU @ 2.70GHz
- cores:                 4
- max frequency:         3500.0 MHz
- turbo boost enabled:   True
ram:                     16676.265983999998 MB
------------------------------------------------------------



SV-COMP22_assert_java.ReachSafety-Java
Run set 1 of 1 with options '--witness ~/sv-benchmarks/java/${rundefinition_name}/${taskdef_name}/witness.graphml' and propertyfile 'None'

inputfile                                                                               status                       cpu time   wall time        host
securibench/Collections6.yml                                                            unknown                          0.49        0.33        None
securibench/Collections7.yml                                                            unknown                          0.50        0.37        None
securibench/Datastructures1.yml                                                         unknown                          0.50        0.37        None
securibench/Datastructures2.yml                                                         unknown                          0.51        0.36        None
securibench/Datastructures3.yml                                                         unknown                          0.49        0.39        None
securibench/Datastructures5.yml                                                         unknown                          0.49        0.35        None
securibench/Datastructures6.yml                                                         unknown                          0.52        0.36        None
securibench/Factories1.yml                                                              unknown                          0.50        0.35        None
securibench/Factories2.yml                                                              unknown                          0.54        0.40        None
securibench/Factories3.yml                                                              unknown                          0.50        0.41        None
securibench/Inter1.yml                                                                  unknown                          0.50        0.36        None
securibench/Inter10.yml                                                                 unknown                          0.14        0.16        None
securibench/Inter11.yml                                                                 unknown                          0.49        0.31        None
securibench/Inter12.yml                                                                 unknown                          0.53        0.40        None
securibench/Inter13.yml                                                                 unknown                          0.52        0.37        None
securibench/Inter14.yml                                                                 unknown                          0.51        0.35        None
securibench/Inter2.yml                                                                  unknown                          0.50        0.32        None
securibench/Inter3.yml                                                                  unknown                          0.18        0.22        None
securibench/Inter4.yml                                                                  unknown                          0.50        0.33        None
securibench/Inter5.yml                                                                  unknown                          0.49        0.36        None
securibench/Inter6.yml                                                                  unknown                          0.49        0.35        None
securibench/Inter7.yml                                                                  unknown                          0.50        0.37        None
securibench/Inter8.yml                                                                  unknown                          0.52        0.41        None
securibench/Inter9.yml                                                                  unknown                          0.49        0.35        None
securibench/Pred2.yml                                                                   unknown                          0.48        0.32        None
securibench/Pred4.yml                                                                   unknown                          0.48        0.32        None
securibench/Pred5.yml                                                                   unknown                          0.46        0.36        None
securibench/Pred8.yml                                                                   unknown                          0.47        0.39        None
securibench/Refl1.yml                                                                   unknown                          0.45        0.34        None
securibench/Refl2.yml                                                                   unknown                          0.51        0.37        None
securibench/Refl3.yml                                                                   unknown                          0.49        0.37        None
securibench/Refl4.yml                                                                   unknown                          0.53        0.37        None
securibench/Sanitizers1.yml                                                             unknown                          0.17        0.24        None
securibench/Sanitizers4.yml                                                             unknown                          0.16        0.22        None
securibench/Sanitizers5.yml                                                             unknown                          0.17        0.24        None
securibench/Session1.yml                                                                unknown                          0.50        0.32        None
securibench/Session2.yml                                                                unknown                          0.48        0.34        None
securibench/Session3.yml                                                                unknown                          0.49        0.32        None
-----------------------------------------------------------------------------------------------------------------------------------------------------
Run set 1                                                                               done                          1217.82      757.72           -

Statistics:            344 Files
  correct:             164
    correct true:        0
    correct false:     164
  incorrect:             4
    incorrect true:      4
    incorrect false:     0
  unknown:             176
  Score:                36 (max: 344)
